"";"Benin";"Burkina Faso";"Gambia";"Ghana";"Guinea";"Guinea-Bissau";"Ivory Coast";"Liberia";"Mali";"Niger";"Nigeria";"Senegal";"Sierra Leone";"Togo";"n_countries"
"Pseudocercospora trematis-guineensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Pseudocercospora triumfettigena";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Pseudocercospora ubi";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Pseudocercospora ulei";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Pseudocercospora urariicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pseudocercospora vataireae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Pseudocercospora vignae-reticulatae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Pseudocercospora violae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pseudocercospora waltheriae";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Pseudocercospora zorniae";0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
"Pseudocercosporella sesami-indici";0;0;1;0;0;0;0;0;0;0;1;0;1;0;3
"Pseudofavolus miquelii";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Pseudogibellula formicarum";0;0;0;1;0;0;1;1;0;0;0;0;0;0;3
"Pseudogymnopilus pampeanus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pseudogyrodon isabellinus";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Pseudoidium azadirachtae";1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"Pseudoidium caricae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pseudoidium hortensiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pseudoidium perseae-americanae";0;0;0;0;1;0;0;0;0;0;0;0;0;1;2
"Pseudoidium tamarindi";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Pseudonitschkia parmotrematis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Pseudoparmelia caroliniana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Pseudoparmelia ecaperata";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Pseudoparmelia rodriguesiana";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Pseudoparmelia usambarensis";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Pseudoperonospora cassiae";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Pseudoperonospora cubensis";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Pseudopestalotiopsis elaeidis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pseudopestalotiopsis theae";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Pseudopithomyces chartarum";0;0;0;1;1;0;0;0;0;0;1;0;1;1;5
"Pseudopithomyces maydicus";0;0;0;1;1;0;0;0;0;0;0;0;1;1;4
"Pseudopithomyces sacchari";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Pseudopyrenula deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pseudorobillarda setariae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pseudosagedia nitidula";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Pseudosperma squamatum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Pseudothielavia terricola";0;0;1;0;0;0;0;0;0;0;0;0;1;0;2
"Pseudothis pterocarpi";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Psilocybe albobrunnea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Psilocybe citrina";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Psilocybe togoensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Psiloglonium compactum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Psoroglaena perminuta";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Psorotheciopsis albomaculans";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Psorotheciopsis patellarioides";0;0;0;1;1;0;1;0;0;0;1;1;0;1;6
"Psorotheciopsis premneella";0;0;0;0;1;0;1;0;0;0;0;0;0;1;3
"Pterula capillaris";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pterula togoensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Pterula vanderystii";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Ptychogaster africanus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia abutilonis";0;0;0;1;1;0;0;0;0;0;1;0;0;0;3
"Puccinia aframomi";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Puccinia aframomi-gigantei";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia africana";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Puccinia agrophila";0;0;1;0;1;0;1;0;0;0;1;0;1;0;5
"Puccinia andropogonicola";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Puccinia andropogonis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Puccinia arachidis";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Puccinia aspiliae-latifoliae";0;0;0;1;0;0;0;0;0;0;1;0;1;1;4
"Puccinia bakoyana";0;0;0;0;1;0;1;0;0;0;1;1;0;0;4
"Puccinia batatas";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Puccinia bulbostylidis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia canaliculata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Puccinia cenchri";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Puccinia cenchri var. africana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia chaetochloae";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"Puccinia chaseana";0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"Puccinia chloridis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia circumdata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia conclusa";0;0;0;1;1;0;0;0;0;0;1;0;0;0;3
"Puccinia costina";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Puccinia crassipes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia cucumeris";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia cymbopogonis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia cynodontis";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Puccinia cyperi-tagetiformis";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Puccinia deformata";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"Puccinia dietelii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia digitariae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia digitariae-velutinae";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Puccinia dissotidis";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"Puccinia dolosoides";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"Puccinia duthiei";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia ecliptae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia erythraeensis";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Puccinia eucomi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Puccinia exilis var. hibisci";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia fimbristylidis";0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
"Puccinia fragosoana";0;0;0;1;1;0;1;0;0;0;1;0;1;0;5
"Puccinia fuirenella";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Puccinia galopinae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia geophilae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Puccinia haematites";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia hennopsiana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia heterospora";0;0;0;1;1;0;1;0;0;0;1;0;1;0;5
"Puccinia holosericea";0;0;0;1;1;0;1;0;0;0;0;0;0;0;3
"Puccinia hoslundiae";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Puccinia huberi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia ignava";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Puccinia incallida";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia insolita";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Puccinia isoglossae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia kampalensis";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Puccinia kigeziensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia kraussiana";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Puccinia lantanae";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Puccinia lateripes";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia lateritia";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Puccinia leonotidicola";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Puccinia levis";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Puccinia lippiicola";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Puccinia loudetiae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia makenensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Puccinia medellinensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia mesobulbosae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia microspora";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia miscanthi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia mogiphanis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia multiloculata";0;0;0;1;0;0;1;0;0;0;0;0;1;1;4
"Puccinia natalensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia oahuensis";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Puccinia ocimi";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Puccinia olyrae-latifoliae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia oriciae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia papuana";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Puccinia peradeniyae";0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
"Puccinia perotidis";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Puccinia philippinensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia physedrae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Puccinia polysora";0;0;0;1;1;0;1;0;0;0;1;1;1;0;6
"Puccinia posadensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia purpurea";0;0;0;1;0;0;0;0;0;0;1;0;1;1;4
"Puccinia romagnoliana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia rottboelliae";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Puccinia ruelliae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia rufipes";0;0;0;1;1;0;1;0;0;0;1;0;1;0;5
"Puccinia scleriae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Puccinia setariae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Puccinia sorghi";1;0;0;1;0;0;1;0;0;0;1;0;1;1;6
"Puccinia stenotaphricola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia stylosanthis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia substriata";1;1;0;1;1;0;1;0;1;1;1;0;1;1;10
"Puccinia subtegulanea";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Puccinia synedrellae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia thaliae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Puccinia thunbergiae";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Puccinia versicolor";0;0;0;1;1;0;1;0;0;0;1;0;1;0;5
"Puccinia virectae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Puccinia zorniae";0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
"Pucciniosira anthocleistae";0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
"Pucciniosira deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pucciniosira mitragynae";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Pulchroboletus roseoalbidus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Pulchromyces fimicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Pulveroboletus africanus";1;0;0;0;1;0;0;0;0;0;0;0;0;1;3
"Pulveroboletus luteocarneus";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Pulveroboletus ravenelii";1;0;0;0;1;0;0;0;0;0;0;0;0;1;3
"Pulveroboletus rufobadius";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Pulveroboletus sokponianus";1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"Pulveroboletus trinitensis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Pulveroboletus viscidulus";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Purpureocillium atypicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Purpureocillium lilacinum";0;0;0;1;0;0;1;1;0;0;0;0;0;0;3
"Puttemansia wildemaniana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Pycnoporus cinnabarinus";0;0;0;0;1;0;0;0;0;0;1;1;0;0;3
"Pycnoporus puniceus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pycnoporus sanguineus";1;1;0;1;1;0;1;0;1;1;1;1;1;1;11
"Pyramidospora constricta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyramidospora densa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pyramidospora herculiformis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenastrum erumpens";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenastrum parathelioides";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pyrenastrum pruinosum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenochaeta nipponica";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Pyrenochaeta oryzae";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Pyrenochaeta penniseti";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"Pyrenocollema halodytes";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Pyrenopolyporus hunteri";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Pyrenopolyporus nicaraguensis";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Pyrenotrichum splitgerberi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pyrenula anomala";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenula aspistea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenula cinerosa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenula fuscolurida";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Pyrenula heteroclita";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenula mamillana";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Pyrenula ocellata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenula parva";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyrenula trypanea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyricularia grisea";1;1;1;1;1;0;1;0;1;1;1;0;1;1;11
"Pyricularia oryzae";0;1;0;1;1;0;1;0;1;0;0;1;1;0;7
"Pyricularia penniseticola";0;1;0;0;0;0;1;0;1;0;0;0;0;0;3
"Pyricularia pennisetigena";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"Pyricularia sphaerulata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Pyriculariopsis parasitica";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Pyrrhoderma lamaoense";0;0;0;1;0;0;1;0;0;0;0;1;0;0;3
"Pyrrhoderma noxium";0;0;0;1;0;0;1;1;0;0;1;0;1;0;5
"Pythium aphanidermatum";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Pythium butleri";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Pythium diclinum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Pythium myriotylum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyxine adamesii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Pyxine chrysantha";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pyxine cocoes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Pyxine connectens";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Pyxine obscurascens";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Pyxine petricola";0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
"Pyxine retirugella";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Pyxine richardsii";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Pyxine sorediata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Racocetra africana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Racocetra beninensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Racoleus trichophorus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Ramalina dendriscoides var. subnuda";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ramalina dumeticola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Ramalina farinacea var. nervosula";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ramalina maculata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Ramalina nervulosa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Ramalina usneoides var. capensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ramaria africana";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Ramaria beninensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ramaria flava";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Ramaria kisantuensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ramaria sinsinii";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ramularia gossypii";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Ramulispora alloteropsidis";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Ramulispora sorghi";1;1;0;1;1;0;1;0;1;1;1;0;0;1;9
"Ramulispora sorghicola";1;1;0;1;1;0;1;0;1;1;1;0;0;1;9
"Ranadivia africana";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ranadivia modesta";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ravenelia acaciae-senegalae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ravenelia leonensis";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Ravenelia minima";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ravenelia ornata";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Ravenelia schweinfurthii";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Ravenelia talpa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ravenelia tephrosiae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ravenelia zygiae";0;0;0;1;1;0;1;0;0;0;1;0;1;0;5
"Redeckera fulva";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Relicina abstrusa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Relicina limbata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Relicina malaccensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Remotididymella destructiva";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Repetophragma aburiense";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Repetophragma biseptatum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Repetophragma inflatum";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Repetophragma terminaliae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Resinicium bicolor";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Resupinatus applicatus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Retiboletus griseus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Retiboletus nigerrimus";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Reticularia lycoperdon";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rhabdospora avicenniae";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Rhachomyces alluaudii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rhachomyces javanicus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rhachomyces lamottei";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Rhachomyces oraeborensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Rhachomyces schweitzeri";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Rhamphospora nymphaeae";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Rhexoacrodictys fimicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rhinocladiella pyriformis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Rhinotrichum hemileiae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Rhizoctonia solani";1;1;1;1;1;0;1;0;1;0;1;1;1;1;11
"Rhizoglomus microaggregatum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Rhizomucor pusillus";0;0;1;1;0;0;0;0;0;0;1;0;0;0;3
"Rhizomyces canzonerii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rhizomyces crispatus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rhizomyces ctenophorus";0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
"Rhizomyces gracilis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rhizophagus aggregatus";1;0;1;0;0;0;0;0;1;0;0;1;0;0;4
"Rhizophagus clarus";1;0;0;0;0;0;1;0;1;0;1;0;0;0;4
"Rhizophagus fasciculatus";1;0;1;0;0;0;0;0;0;0;1;1;0;0;4
"Rhizophagus intraradices";1;0;1;0;0;0;1;0;0;0;0;1;0;0;4
"Rhizophagus irregularis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Rhizophagus manihotis";1;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"Rhizopogon luteolus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Rhizopus arrhizus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rhizopus microsporus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rhizopus stolonifer";1;0;0;1;0;0;1;0;1;0;1;0;1;1;7
"Rhodocollybia butyracea";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rhodophana flavipes";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"Rhodotarzetta rosea";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rhodotorula mucilaginosa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rhodotorula rubra";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rhopalostroma angolense";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Rhopographina palmarum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rhytidenglerula minima";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Rhytidhysteron rufulum";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Rickia admirabilis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rickia aloisii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rickia coleopterophagi";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Rickia proliferans";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Riddlea papillosa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rigidoporus biokoensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Rigidoporus defibulatus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Rigidoporus microporus";0;0;0;1;1;0;1;1;0;0;1;1;1;1;8
"Rigidoporus vinctus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Roesleria brasiliana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Rogergoosiella roystoneicola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Rolueckia conspersa";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Rosellinia arcuata";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Rosellinia asperata";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Rosisphaerella rosicola";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Russula afronigricans";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula albofloccosa";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula albonigroides";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Russula alveolata";0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
"Russula amoenolens";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Russula annulata";0;1;0;0;1;0;1;0;0;0;0;1;0;1;5
"Russula brunneoderma";1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"Russula brunneofloccosa";0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"Russula bururiensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula capitis-orae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Russula cellulata";1;0;0;0;1;0;1;0;0;0;0;0;0;1;4
"Russula cellulata var. nigra";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Russula ciliata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Russula coffeata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Russula compressa";1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"Russula congoana";1;1;0;0;1;0;1;0;0;0;0;0;0;1;5
"Russula diffusa";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula discopus";0;0;0;0;1;0;1;0;0;0;0;1;0;0;3
"Russula fissurata";0;1;0;0;0;0;0;0;0;0;0;0;0;1;2
"Russula flavobrunnea";0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"Russula foetens";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Russula fragilissima";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
